text,emotion
when the relationship with my girlfriend broke up,sadness
"during a family discussion on my future and my prospects as a student, they accused me of not bothering about looking for a job to assume my financial situation",anger
i ate very fattening food in front of my boyfriend who would like me to lose weight i am supposedly pursuing a modelling career but first i must lose weight i had been trying to diet,shame
when i understood that i was admitted to the university,joy
as a child - being sent to the shop by mother - buying some chocolate - getting caught by mother,shame
when i discovered that the house we had hired in tonga was full of cockroaches,disgust
i saw a terrible accident happen and i laughed a lot of the fright and because i was nervous,shame
i felt guilt when i betrayed the person whom i loved,guilt
once i had to visit a rather special person,shame
friends who torture animals,disgust
when i failed an exam,sadness
"when i was complimented and called ""delightful""",joy
"on a camp - boys and girls in one cabin one guy forced himself upon another girl and was having intercourse, while the girl in the bunk beneath was pretending to be asleep and not be ill",disgust
